trimestre,nomeBandeira,nomeFuncao,modalidade,qtdCartoesEmitidos,qtdCartoesAtivos
20251,Elo,Débito,Puro,950395,349956
20242,MasterCard,Crédito,Híbrido,42068,21935
20242,MasterCard,Pré-Pago,Puro,3927035,2044984
20242,MasterCard,Débito,Puro,40298766,12752740
20252,MasterCard,Pré-Pago,Puro,6070656,1354942
20251,VISA,Pré-Pago,Puro,2679715,751208
20242,VISA,Crédito,Co-branded,6223997,402681
20243,VISA,Débito,Co-branded,308075,277268
20252,Bandeira própria,Crédito,Puro,148080,34149
20244,VISA,Crédito,Híbrido,6712824,2064111
20244,MasterCard,Pré-Pago,Puro,648224,250026
20244,VISA,Crédito,Co-branded,405291,366901
20252,Elo,Débito,Puro,667823,554075
20251,Elo,Pré-Pago,Puro,19516421,137846
20252,American Express,Crédito,Puro,33713,24817
20242,Elo,Pré-Pago,Co-branded,1565886,1341818
20251,American Express,Crédito,Puro,33303,23931
20243,Elo,Crédito,Puro,39028,11365
20243,MasterCard,Crédito,Co-branded,11881338,210077
20244,Elo,Crédito,Co-branded,1355792,603805
20251,American Express,Crédito,Puro,32605,24741
20243,American Express,Crédito,Puro,31409,21245
20251,MasterCard,Pré-Pago,Puro,4067021,1466760
20252,American Express,Crédito,Puro,606,401
20252,VISA,Pré-Pago,Puro,121913,29636
20242,MasterCard,Pré-Pago,Puro,2134080,144156
20251,Hipercard,Crédito,Puro,29432,10788
20251,MasterCard,Crédito,Híbrido,4876668,4079376
20252,MasterCard,Crédito,Híbrido,4697574,3820843
20252,Elo,Crédito,Co-branded,1555629,645754
20251,VISA,Crédito,Puro,24263875,13341754
20244,VISA,Crédito,Puro,23657048,13087160
20244,VISA,Crédito,Co-branded,13448217,3875502
20243,American Express,Crédito,Puro,58085,42355
20243,Elo,Crédito,Puro,2628785,1745531
20243,VISA,Crédito,Híbrido,1320692,727814
20243,VISA,Pré-Pago,Puro,17206962,3858818
20244,VISA,Pré-Pago,Puro,8,1
20243,Outras,Débito,Co-branded,31745,364
20251,Bandeira própria,Crédito,Híbrido,661818,283607
20252,MasterCard,Crédito,Puro,99385150,45243238
20244,Bandeira própria,Crédito,Puro,146980,31953
20242,MasterCard,Crédito,Puro,21424220,14989033
20244,VISA,Débito,Co-branded,672621,33665
20251,Elo,Crédito,Híbrido,9988,6129
20244,Bandeira própria,Crédito,Co-branded,7421638,1477059
20242,VISA,Crédito,Co-branded,451,383
20243,Elo,Pré-Pago,Puro,170051,108869
20244,MasterCard,Pré-Pago,Puro,4046856,1763097
20244,Outras,Débito,Co-branded,1292,1292
20243,American Express,Crédito,Co-branded,34623,27341
20244,American Express,Crédito,Co-branded,15452,12165
20242,MasterCard,Pré-Pago,Puro,14380998,989134
20243,MasterCard,Débito,Co-branded,1290252,87782
20243,American Express,Crédito,Puro,34407,24692
20252,VISA,Crédito,Puro,37371854,15000994
20244,MasterCard,Crédito,Híbrido,6415139,2359175
20252,Bandeira própria,Crédito,Híbrido,660609,279776
20244,Elo,Débito,Puro,1062155,352712
20243,VISA,Pré-Pago,Puro,75182514,15427560
20242,VISA,Crédito,Puro,3146577,1768185
20243,Elo,Crédito,Puro,256085,216436
20242,MasterCard,Pré-Pago,Puro,60318579,30695205
20243,Bandeira própria,Crédito,Co-branded,7079449,1380694
20244,VISA,Pré-Pago,Co-branded,31447,299
20251,Outras,Débito,Puro,107203,97416
20243,Elo,Débito,Híbrido,172826,108753
20251,Elo,Crédito,Puro,150231,132507
20251,VISA,Crédito,Puro,7973802,2444860
20251,Elo,Crédito,Puro,9602654,3699741
20252,MasterCard,Crédito,Co-branded,5638976,1359533
20242,MasterCard,Crédito,Híbrido,20920199,7403427
20251,MasterCard,Crédito,Co-branded,1525690,1246544
20243,MasterCard,Crédito,Puro,91851842,45394495
20243,Elo,Crédito,Puro,137939,99959
20244,VISA,Débito,Puro,10258141,4879883
20252,VISA,Crédito,Puro,8467204,6348085
20252,VISA,Crédito,Híbrido,4999625,129776
20251,Outras,Crédito,Puro,1058751,230786
20243,Elo,Débito,Puro,200340647,32373780
20242,MasterCard,Crédito,Híbrido,5093738,1903489
